window_id,anchor_day,field_a,field_b,marker_family,marker_name,marker_column,median_delta_B_minus_A,q05_delta,q95_delta,q025_delta,q975_delta,prob_A_earlier_or_smaller,prob_B_earlier_or_smaller,prob_same_day_or_equal,pass90_A_leads_or_smaller,pass95_A_leads_or_smaller,pass90_B_leads_or_smaller,pass95_B_leads_or_smaller,minimum_equivalence_margin_90,minimum_equivalence_margin_95,marker_relation_label,marker_relation_interpretation
W002,45,V,H,threshold,t50,t50_day,-6.0,-9.0,7.0,-10.0,8.0,0.138,0.855,0.007,False,False,False,False,9.0,10.0,B_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,V,Je,threshold,t50,t50_day,1.0,-2.0,5.0,-2.0,6.0,0.664,0.164,0.172,False,False,False,False,5.0,6.0,A_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,V,Jw,threshold,t50,t50_day,-1.0,-6.0,4.0,-6.0,4.0,0.266,0.606,0.128,False,False,False,False,6.0,6.0,B_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,H,Je,threshold,t50,t50_day,7.0,-5.0,10.0,-6.0,11.0,0.881,0.11,0.009,False,False,False,False,10.0,11.0,A_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,H,Jw,threshold,t50,t50_day,4.0,-7.0,9.0,-9.0,10.0,0.847,0.135,0.018,False,False,False,False,9.0,10.0,A_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,Je,Jw,threshold,t50,t50_day,-3.0,-7.0,2.0,-8.0,3.0,0.136,0.776,0.088,False,False,False,False,7.0,8.0,B_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,V,threshold,t75,t75_day,2.0,0.0,4.0,-1.0,5.0,0.833,0.043,0.124,False,False,False,False,4.0,5.0,A_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,H,threshold,t75,t75_day,4.0,-8.049999999999997,9.0,-9.0,10.0,0.595,0.396,0.009,False,False,False,False,9.0,10.0,A_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,Je,threshold,t75,t75_day,4.0,-1.0,8.0,-2.0,9.0,0.88,0.062,0.058,False,False,False,False,8.0,9.0,A_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,Jw,threshold,t75,t75_day,2.0,-3.0,6.0,-4.0,7.0,0.658,0.237,0.105,False,False,False,False,6.0,7.0,A_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,V,H,threshold,t75,t75_day,2.0,-11.0,8.0,-12.0,9.0,0.561,0.412,0.027,False,False,False,False,11.0,12.0,A_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,V,Je,threshold,t75,t75_day,2.0,-4.0,7.0,-4.0,8.0,0.7,0.211,0.089,False,False,False,False,7.0,8.0,A_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,V,Jw,threshold,t75,t75_day,0.0,-6.0,5.0,-7.0,6.0,0.424,0.461,0.115,False,False,False,False,6.0,7.0,not_resolved,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,H,Je,threshold,t75,t75_day,1.0,-6.0,12.0,-7.0,13.0,0.512,0.421,0.067,False,False,False,False,12.0,13.0,A_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,H,Jw,threshold,t75,t75_day,-1.0,-9.0,10.0,-9.0,11.0,0.428,0.52,0.052,False,False,False,False,10.0,11.0,B_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,Je,Jw,threshold,t75,t75_day,-2.0,-7.0,3.0,-8.0,4.0,0.19,0.731,0.079,False,False,False,False,7.0,8.0,B_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,V,peak_change,peak_change_raw,peak_change_day_raw,0.0,-4.0,7.0,-5.0,10.0,0.444,0.255,0.301,False,False,False,False,7.0,10.0,not_resolved,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,H,peak_change,peak_change_raw,peak_change_day_raw,-7.0,-11.0,11.0,-12.0,14.0,0.228,0.767,0.005,False,False,False,False,11.0,14.0,B_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,Je,peak_change,peak_change_raw,peak_change_day_raw,1.0,-5.0,7.0499999999999545,-6.0,11.0,0.608,0.233,0.159,False,False,False,False,7.0499999999999545,11.0,A_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,Jw,peak_change,peak_change_raw,peak_change_day_raw,-2.0,-8.0,9.0,-9.0,9.0,0.298,0.629,0.073,False,False,False,False,9.0,9.0,B_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,V,H,peak_change,peak_change_raw,peak_change_day_raw,-8.0,-15.0,10.0,-16.0,13.0,0.218,0.768,0.014,False,False,False,False,15.0,16.0,B_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,V,Je,peak_change,peak_change_raw,peak_change_day_raw,1.0,-6.0,7.0,-8.0,10.0,0.574,0.36,0.066,False,False,False,False,7.0,10.0,A_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,V,Jw,peak_change,peak_change_raw,peak_change_day_raw,-3.0,-13.0,8.0,-14.0,8.0,0.292,0.668,0.04,False,False,False,False,13.0,14.0,B_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,H,Je,peak_change,peak_change_raw,peak_change_day_raw,8.0,-9.0,11.0,-10.024999999999999,16.0,0.791,0.209,0.0,False,False,False,False,11.0,16.0,A_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,H,Jw,peak_change,peak_change_raw,peak_change_day_raw,3.0,-15.0,14.049999999999955,-16.0,17.0,0.711,0.237,0.052,False,False,False,False,15.0,17.0,A_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,Je,Jw,peak_change,peak_change_raw,peak_change_day_raw,-4.0,-9.0,7.0,-10.024999999999999,8.0,0.238,0.692,0.07,False,False,False,False,9.0,10.024999999999999,B_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,V,peak_change,peak_change_smooth3,peak_change_day_smooth3,0.0,-4.0,6.0499999999999545,-5.0,10.0,0.482,0.228,0.29,False,False,False,False,6.0499999999999545,10.0,not_resolved,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,H,peak_change,peak_change_smooth3,peak_change_day_smooth3,-8.0,-10.0,11.0,-10.0,14.0,0.203,0.795,0.002,False,False,False,False,11.0,14.0,B_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,Je,peak_change,peak_change_smooth3,peak_change_day_smooth3,0.0,-4.0,7.0,-5.0,7.0,0.467,0.302,0.231,False,False,False,False,7.0,7.0,not_resolved,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,Jw,peak_change,peak_change_smooth3,peak_change_day_smooth3,-2.0,-8.0,8.0,-8.0,9.0,0.271,0.677,0.052,False,False,False,False,8.0,9.0,B_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,V,H,peak_change,peak_change_smooth3,peak_change_day_smooth3,-8.0,-15.0,9.0,-15.0,11.0,0.197,0.796,0.007,False,False,False,False,15.0,15.0,B_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,V,Je,peak_change,peak_change_smooth3,peak_change_day_smooth3,0.0,-6.0,6.0,-7.0,7.0,0.374,0.422,0.204,False,False,False,False,6.0,7.0,not_resolved,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,V,Jw,peak_change,peak_change_smooth3,peak_change_day_smooth3,-3.0,-13.0,7.0,-14.0,8.0,0.245,0.706,0.049,False,False,False,False,13.0,14.0,B_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,H,Je,peak_change,peak_change_smooth3,peak_change_day_smooth3,8.0,-9.0,11.0,-10.0,14.0,0.807,0.193,0.0,False,False,False,False,11.0,14.0,A_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,H,Jw,peak_change,peak_change_smooth3,peak_change_day_smooth3,2.0,-14.049999999999997,14.0,-16.0,16.024999999999977,0.739,0.2,0.061,False,False,False,False,14.049999999999997,16.024999999999977,A_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,Je,Jw,peak_change,peak_change_smooth3,peak_change_day_smooth3,-4.0,-9.0,7.0,-10.0,8.0,0.273,0.677,0.05,False,False,False,False,9.0,10.0,B_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,V,duration,duration_25_75,duration_25_75,1.0,-2.0,4.0,-3.0,4.0,0.506,0.242,0.252,False,False,False,False,4.0,4.0,A_smaller_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,H,duration,duration_25_75,duration_25_75,6.0,-3.0,12.0,-4.0,13.0,0.638,0.3,0.062,False,False,False,False,12.0,13.0,A_smaller_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,Je,duration,duration_25_75,duration_25_75,0.0,-3.0,4.0,-4.0,5.0,0.469,0.353,0.178,False,False,False,False,4.0,5.0,not_resolved,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,Jw,duration,duration_25_75,duration_25_75,2.0,-2.0,7.0,-3.0,8.0,0.75,0.136,0.114,False,False,False,False,7.0,8.0,A_smaller_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,V,H,duration,duration_25_75,duration_25_75,6.0,-5.0,12.0,-6.0,12.0,0.628,0.321,0.051,False,False,False,False,12.0,12.0,A_smaller_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,V,Je,duration,duration_25_75,duration_25_75,0.0,-5.0,4.0,-6.0,5.0,0.405,0.435,0.16,False,False,False,False,5.0,6.0,not_resolved,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,V,Jw,duration,duration_25_75,duration_25_75,1.0,-3.0,7.0,-4.0,8.0,0.639,0.229,0.132,False,False,False,False,7.0,8.0,A_smaller_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,H,Je,duration,duration_25_75,duration_25_75,-5.0,-13.0,4.0,-13.0,5.0,0.296,0.64,0.064,False,False,False,False,13.0,13.0,B_smaller_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,H,Jw,duration,duration_25_75,duration_25_75,-3.0,-10.0,7.0,-11.0,8.0,0.37,0.6,0.03,False,False,False,False,10.0,11.0,B_smaller_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,Je,Jw,duration,duration_25_75,duration_25_75,2.0,-3.0,7.0,-4.0,8.0,0.671,0.201,0.128,False,False,False,False,7.0,8.0,A_smaller_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,V,tail,tail_50_75,tail_50_75,0.0,-2.0,3.0,-2.0,3.0,0.446,0.262,0.292,False,False,False,False,3.0,3.0,not_resolved,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,H,tail,tail_50_75,tail_50_75,2.0,-2.0,12.049999999999955,-2.0,13.0,0.64,0.205,0.155,False,False,False,False,12.049999999999955,13.0,A_smaller_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,Je,tail,tail_50_75,tail_50_75,1.0,-2.0,4.0,-3.0,5.0,0.598,0.225,0.177,False,False,False,False,4.0,5.0,A_smaller_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,Jw,tail,tail_50_75,tail_50_75,1.0,-1.0,5.0,-2.0,6.0,0.671,0.129,0.2,False,False,False,False,5.0,6.0,A_smaller_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,V,H,tail,tail_50_75,tail_50_75,2.0,-2.0,12.0,-3.0,13.0,0.599,0.268,0.133,False,False,False,False,12.0,13.0,A_smaller_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,V,Je,tail,tail_50_75,tail_50_75,1.0,-3.0,4.0,-3.0,4.024999999999977,0.53,0.283,0.187,False,False,False,False,4.0,4.024999999999977,A_smaller_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,V,Jw,tail,tail_50_75,tail_50_75,1.0,-2.0,5.0,-2.0,6.0,0.574,0.204,0.222,False,False,False,False,5.0,6.0,A_smaller_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,H,Je,tail,tail_50_75,tail_50_75,-2.0,-12.0,3.0,-13.0,4.0,0.333,0.556,0.111,False,False,False,False,12.0,13.0,B_smaller_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,H,Jw,tail,tail_50_75,tail_50_75,-1.0,-11.0,4.0,-12.0,5.0,0.363,0.543,0.094,False,False,False,False,11.0,12.0,B_smaller_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,Je,Jw,tail,tail_50_75,tail_50_75,0.0,-3.0,5.0,-4.0,6.0,0.485,0.351,0.164,False,False,False,False,5.0,6.0,not_resolved,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,V,early_span,early_span_25_50,early_span_25_50,0.0,-2.0,2.0,-2.0,3.0,0.437,0.268,0.295,False,False,False,False,2.0,3.0,not_resolved,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,H,early_span,early_span_25_50,early_span_25_50,-1.0,-3.0,9.0,-3.0,11.0,0.265,0.526,0.209,False,False,False,False,9.0,11.0,B_smaller_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,Je,early_span,early_span_25_50,early_span_25_50,-1.0,-3.0,2.0,-3.0,2.0,0.211,0.529,0.26,False,False,False,False,3.0,3.0,B_smaller_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,P,Jw,early_span,early_span_25_50,early_span_25_50,1.0,-2.0,4.0,-2.0,6.0,0.572,0.215,0.213,False,False,False,False,4.0,6.0,A_smaller_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,V,H,early_span,early_span_25_50,early_span_25_50,-1.0,-3.0,9.0,-4.0,10.0,0.222,0.581,0.197,False,False,False,False,9.0,10.0,B_smaller_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,V,Je,early_span,early_span_25_50,early_span_25_50,-1.0,-3.0,1.0,-4.0,2.0,0.15,0.6,0.25,False,False,False,False,3.0,4.0,B_smaller_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,V,Jw,early_span,early_span_25_50,early_span_25_50,0.0,-2.0,4.0,-3.0,6.0,0.485,0.258,0.257,False,False,False,False,4.0,6.0,not_resolved,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,H,Je,early_span,early_span_25_50,early_span_25_50,0.0,-10.0,2.0,-11.0,2.0,0.309,0.337,0.354,False,False,False,False,10.0,11.0,not_resolved,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,H,Jw,early_span,early_span_25_50,early_span_25_50,1.0,-8.0,5.0,-10.0,6.0,0.684,0.204,0.112,False,False,False,False,8.0,10.0,A_smaller_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
W002,45,Je,Jw,early_span,early_span_25_50,early_span_25_50,1.0,-1.0,5.0,-2.0,6.0,0.716,0.105,0.179,False,False,False,False,5.0,6.0,A_smaller_tendency,"For timing markers, positive delta means field_a earlier than field_b. For duration/tail markers, positive delta means field_a is smaller/shorter."
